"SubjectID","Activity","variable","mean"
1,"SITTING","fBodyBodyAccJerkMag-mean()",-0.464868536742553
1,"SITTING","fBodyBodyAccJerkMag-std()",-0.531895569604255
1,"SITTING","fBodyBodyAccJerkMag-meanFreq()",0.015225648212766
1,"SITTING","fBodyBodyGyroMag-mean()",-0.556489817659575
1,"SITTING","fBodyBodyGyroMag-std()",-0.534704266659574
1,"SITTING","fBodyBodyGyroMag-meanFreq()",-0.150824349314894
1,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.708080759361702
1,"SITTING","fBodyBodyGyroJerkMag-std()",-0.743502843829787
1,"SITTING","fBodyBodyGyroJerkMag-meanFreq()",0.070786180793617
1,"SITTING","angle(tBodyAccMean,gravity)",0.284614528434043
1,"SITTING","angle(tBodyAccJerkMean),gravityMean)",0.0887495438723404
1,"SITTING","angle(tBodyGyroMean,gravityMean)",-0.138766520468085
1,"SITTING","angle(tBodyGyroJerkMean,gravityMean)",-0.0170929055425532
1,"SITTING","angle(X,gravityMean)",-0.378348572340426
1,"SITTING","angle(Y,gravityMean)",-0.0115150903829787
1,"SITTING","angle(Z,gravityMean)",-0.0407088074893617
1,"STANDING","tBodyAcc-mean()-X",-0.143899926415094
1,"STANDING","tBodyAcc-mean()-Y",-0.0766989900449057
1,"STANDING","tBodyAcc-mean()-Z",0.0255170666773585
1,"STANDING","tBodyAcc-std()-X",-0.284739131886792
1,"STANDING","tBodyAcc-std()-Y",-0.132333162058491
1,"STANDING","tBodyAcc-std()-Z",-0.30824623095283
1,"STANDING","tGravityAcc-mean()-X",0.367525538792453
1,"STANDING","tGravityAcc-mean()-Y",0.194337694560377
1,"STANDING","tGravityAcc-mean()-Z",0.259531293021698
1,"STANDING","tGravityAcc-std()-X",-0.467112476698113
1,"STANDING","tGravityAcc-std()-Y",-0.68916705845283
1,"STANDING","tGravityAcc-std()-Z",-0.590979977150943
1,"STANDING","tBodyAccJerk-mean()-X",0.243296083390566
1,"STANDING","tBodyAccJerk-mean()-Y",-0.0754340928332075
1,"STANDING","tBodyAccJerk-mean()-Z",-0.0620451771981132
1,"STANDING","tBodyAccJerk-std()-X",-0.53788343784434
1,"STANDING","tBodyAccJerk-std()-Y",-0.472165794392453
1,"STANDING","tBodyAccJerk-std()-Z",-0.689484924150943
1,"STANDING","tBodyGyro-mean()-X",-0.0204713557315094
1,"STANDING","tBodyGyro-mean()-Y",-0.145921299984906
1,"STANDING","tBodyGyro-mean()-Z",0.183165793769811
1,"STANDING","tBodyGyro-std()-X",-0.558294918735849
1,"STANDING","tBodyGyro-std()-Y",-0.605356708679245
1,"STANDING","tBodyGyro-std()-Z",-0.504514852132075
1,"STANDING","tBodyGyroJerk-mean()-X",-0.055990842154717
1,"STANDING","tBodyGyroJerk-mean()-Y",-0.0725921274018868
1,"STANDING","tBodyGyroJerk-mean()-Z",-0.102574883507547
1,"STANDING","tBodyGyroJerk-std()-X",-0.640997611698113
1,"STANDING","tBodyGyroJerk-std()-Y",-0.731005074264151
1,"STANDING","tBodyGyroJerk-std()-Z",-0.654021663037736
1,"STANDING","tBodyAccMag-mean()",-0.0822122743773585
1,"STANDING","tBodyAccMag-std()",-0.0339782134716981
1,"STANDING","tGravityAccMag-mean()",-0.0822122743773585
1,"STANDING","tGravityAccMag-std()",-0.0339782134716981
1,"STANDING","tBodyAccJerkMag-mean()",-0.548734786283019
1,"STANDING","tBodyAccJerkMag-std()",-0.49878913454717
1,"STANDING","tBodyGyroMag-mean()",-0.370237880716981
1,"STANDING","tBodyGyroMag-std()",-0.458686194773585
1,"STANDING","tBodyGyroJerkMag-mean()",-0.698623726188679
1,"STANDING","tBodyGyroJerkMag-std()",-0.703934859471698
1,"STANDING","fBodyAcc-mean()-X",-0.359656805698113
1,"STANDING","fBodyAcc-mean()-Y",-0.238848459301887
1,"STANDING","fBodyAcc-mean()-Z",-0.449323823890566
1,"STANDING","fBodyAcc-std()-X",-0.259199427741509
1,"STANDING","fBodyAcc-std()-Y",-0.140606240962264
1,"STANDING","fBodyAcc-std()-Z",-0.298212162183019
1,"STANDING","fBodyAcc-meanFreq()-X",-0.479325439811321
1,"STANDING","fBodyAcc-meanFreq()-Y",-0.118947802198113
1,"STANDING","fBodyAcc-meanFreq()-Z",-0.177283234811321
1,"STANDING","fBodyAccJerk-mean()-X",-0.547065994169811
1,"STANDING","fBodyAccJerk-mean()-Y",-0.494509224226415
1,"STANDING","fBodyAccJerk-mean()-Z",-0.657220486226415
1,"STANDING","fBodyAccJerk-std()-X",-0.570861364
1,"STANDING","fBodyAccJerk-std()-Y",-0.484398290018868
1,"STANDING","fBodyAccJerk-std()-Z",-0.721115951660377
1,"STANDING","fBodyAccJerk-meanFreq()-X",-0.213997716849057
1,"STANDING","fBodyAccJerk-meanFreq()-Y",-0.395358262886792
1,"STANDING","fBodyAccJerk-meanFreq()-Z",-0.262010270298113
1,"STANDING","fBodyGyro-mean()-X",-0.502962194892453
1,"STANDING","fBodyGyro-mean()-Y",-0.618079254735849
1,"STANDING","fBodyGyro-mean()-Z",-0.482766188501887
1,"STANDING","fBodyGyro-std()-X",-0.579690188811321
1,"STANDING","fBodyGyro-std()-Y",-0.604653907169811
1,"STANDING","fBodyGyro-std()-Z",-0.560536669471698
1,"STANDING","fBodyGyro-meanFreq()-X",-0.218744744830189
1,"STANDING","fBodyGyro-meanFreq()-Y",-0.156064496924717
1,"STANDING","fBodyGyro-meanFreq()-Z",-0.124958658383019
1,"STANDING","fBodyAccMag-mean()",-0.185664854324528
1,"STANDING","fBodyAccMag-std()",-0.122200863915094
1,"STANDING","fBodyAccMag-meanFreq()",-0.192330551784906
1,"STANDING","fBodyBodyAccJerkMag-mean()",-0.488236031392453
1,"STANDING","fBodyBodyAccJerkMag-std()",-0.518246586383019
1,"STANDING","fBodyBodyAccJerkMag-meanFreq()",-0.00551796557735849
1,"STANDING","fBodyBodyGyroMag-mean()",-0.549982626773585
1,"STANDING","fBodyBodyGyroMag-std()",-0.498351372728302
1,"STANDING","fBodyBodyGyroMag-meanFreq()",-0.184074313471698
1,"STANDING","fBodyBodyGyroJerkMag-mean()",-0.707068322490566
1,"STANDING","fBodyBodyGyroJerkMag-std()",-0.722695726603774
1,"STANDING","fBodyBodyGyroJerkMag-meanFreq()",-0.00283483805566038
1,"STANDING","angle(tBodyAccMean,gravity)",0.265612292207547
1,"STANDING","angle(tBodyAccJerkMean),gravityMean)",0.0298473457798113
1,"STANDING","angle(tBodyGyroMean,gravityMean)",-0.146204714611321
1,"STANDING","angle(tBodyGyroJerkMean,gravityMean)",0.00192751003773585
1,"STANDING","angle(X,gravityMean)",-0.19004030845283
1,"STANDING","angle(Y,gravityMean)",-0.100352659954717
1,"STANDING","angle(Z,gravityMean)",-0.202823760120566
1,"WALKING","tBodyAcc-mean()-X",0.114741174210526
1,"WALKING","tBodyAcc-mean()-Y",-0.0189265789973684
1,"WALKING","tBodyAcc-mean()-Z",-0.117597451852632
1,"WALKING","tBodyAcc-std()-X",-0.177458082894737
1,"WALKING","tBodyAcc-std()-Y",-0.0266499618677895
1,"WALKING","tBodyAcc-std()-Z",-0.233092856437684
1,"WALKING","tGravityAcc-mean()-X",0.779076945273684
1,"WALKING","tGravityAcc-mean()-Y",-0.109662967592
1,"WALKING","tGravityAcc-mean()-Z",-0.036572574932
1,"WALKING","tGravityAcc-std()-X",-0.884537496421053
1,"WALKING","tGravityAcc-std()-Y",-0.830084254905263
1,"WALKING","tGravityAcc-std()-Z",-0.832531784957895
1,"WALKING","tBodyAccJerk-mean()-X",0.0975253938926316
1,"WALKING","tBodyAccJerk-mean()-Y",0.0158562691350526
1,"WALKING","tBodyAccJerk-mean()-Z",-0.0274514939673684
1,"WALKING","tBodyAccJerk-std()-X",-0.30027724706
1,"WALKING","tBodyAccJerk-std()-Y",-0.297263883309474
1,"WALKING","tBodyAccJerk-std()-Z",-0.569729813852632
1,"WALKING","tBodyGyro-mean()-X",0.0217043035726316
1,"WALKING","tBodyGyro-mean()-Y",-0.121057623395789
1,"WALKING","tBodyGyro-mean()-Z",0.0721483758185263
1,"WALKING","tBodyGyro-std()-X",-0.482763010347368
1,"WALKING","tBodyGyro-std()-Y",-0.406742813871579
1,"WALKING","tBodyGyro-std()-Z",-0.326096927105263
1,"WALKING","tBodyGyroJerk-mean()-X",-0.0749755120401053
1,"WALKING","tBodyGyroJerk-mean()-Y",-0.0959614292573684
1,"WALKING","tBodyGyroJerk-mean()-Z",-0.0840664953294737
1,"WALKING","tBodyGyroJerk-std()-X",-0.510616935098947
1,"WALKING","tBodyGyroJerk-std()-Y",-0.610781862010526
1,"WALKING","tBodyGyroJerk-std()-Z",-0.511473981227368
1,"WALKING","tBodyAccMag-mean()",-0.0702624991484211
1,"WALKING","tBodyAccMag-std()",-0.110360637484211
1,"WALKING","tGravityAccMag-mean()",-0.0702624991484211
1,"WALKING","tGravityAccMag-std()",-0.110360637484211
1,"WALKING","tBodyAccJerkMag-mean()",-0.344490061882105
1,"WALKING","tBodyAccJerkMag-std()",-0.292404024310526
1,"WALKING","tBodyGyroMag-mean()",-0.215179279806526
1,"WALKING","tBodyGyroMag-std()",-0.360957117835789
1,"WALKING","tBodyGyroJerkMag-mean()",-0.564810978105263
1,"WALKING","tBodyGyroJerkMag-std()",-0.598995586378947
1,"WALKING","fBodyAcc-mean()-X",-0.222218189294737
1,"WALKING","fBodyAcc-mean()-Y",-0.0972903128178947
1,"WALKING","fBodyAcc-mean()-Z",-0.337650930326316
1,"WALKING","fBodyAcc-std()-X",-0.162485266441053
1,"WALKING","fBodyAcc-std()-Y",-0.0559972906915789
1,"WALKING","fBodyAcc-std()-Z",-0.242695345515789
1,"WALKING","fBodyAcc-meanFreq()-X",-0.457953894896842
1,"WALKING","fBodyAcc-meanFreq()-Y",-0.0785063839451579
1,"WALKING","fBodyAcc-meanFreq()-Z",-0.0869176714736842
1,"WALKING","fBodyAccJerk-mean()-X",-0.318693490154737
1,"WALKING","fBodyAccJerk-mean()-Y",-0.325724803362105
1,"WALKING","fBodyAccJerk-mean()-Z",-0.525910752084211
1,"WALKING","fBodyAccJerk-std()-X",-0.345855457383158
1,"WALKING","fBodyAccJerk-std()-Y",-0.315674647062105
1,"WALKING","fBodyAccJerk-std()-Z",-0.613264139230526
1,"WALKING","fBodyAccJerk-meanFreq()-X",-0.229543183494737
1,"WALKING","fBodyAccJerk-meanFreq()-Y",-0.392299049646316
1,"WALKING","fBodyAccJerk-meanFreq()-Z",-0.311176443381053
1,"WALKING","fBodyGyro-mean()-X",-0.388403313578947
1,"WALKING","fBodyGyro-mean()-Y",-0.445894238652632
1,"WALKING","fBodyGyro-mean()-Z",-0.321418272778947
1,"WALKING","fBodyGyro-std()-X",-0.515873803904211
1,"WALKING","fBodyGyro-std()-Y",-0.394524749977895
1,"WALKING","fBodyGyro-std()-Z",-0.394153915030526
1,"WALKING","fBodyGyro-meanFreq()-X",-0.146508126445263
1,"WALKING","fBodyGyro-meanFreq()-Y",-0.193800604068421
1,"WALKING","fBodyGyro-meanFreq()-Z",-0.167169338567368
1,"WALKING","fBodyAccMag-mean()",-0.124921827616842
1,"WALKING","fBodyAccMag-std()",-0.24623623992
1,"WALKING","fBodyAccMag-meanFreq()",-0.0630087944210526
1,"WALKING","fBodyBodyAccJerkMag-mean()",-0.269884589030526
1,"WALKING","fBodyBodyAccJerkMag-std()",-0.330093634624211
1,"WALKING","fBodyBodyAccJerkMag-meanFreq()",-0.0066859740568421
1,"WALKING","fBodyBodyGyroMag-mean()",-0.428801370507368
1,"WALKING","fBodyBodyGyroMag-std()",-0.430693644255789
1,"WALKING","fBodyBodyGyroMag-meanFreq()",-0.0773435902747368
1,"WALKING","fBodyBodyGyroJerkMag-mean()",-0.593663069689474
1,"WALKING","fBodyBodyGyroJerkMag-std()",-0.6356487608
1,"WALKING","fBodyBodyGyroJerkMag-meanFreq()",0.0913204669357895
1,"WALKING","angle(tBodyAccMean,gravity)",0.426827794355789
1,"WALKING","angle(tBodyAccJerkMean),gravityMean)",0.0258818663884211
1,"WALKING","angle(tBodyGyroMean,gravityMean)",-0.0816853347389474
1,"WALKING","angle(tBodyGyroJerkMean,gravityMean)",-0.0411439983326316
1,"WALKING","angle(X,gravityMean)",-0.592274281894737
1,"WALKING","angle(Y,gravityMean)",0.153443879932632
1,"WALKING","angle(Z,gravityMean)",0.0442504126688421
1,"WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.132622637959184
1,"WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0407809665463265
1,"WALKING_DOWNSTAIRS","tBodyAcc-mean()-Z",-0.103693423742857
1,"WALKING_DOWNSTAIRS","tBodyAcc-std()-X",-0.126933058591837
1,"WALKING_DOWNSTAIRS","tBodyAcc-std()-Y",-0.0416144540408163
1,"WALKING_DOWNSTAIRS","tBodyAcc-std()-Z",-0.225886706346939
1,"WALKING_DOWNSTAIRS","tGravityAcc-mean()-X",0.767356713653061
1,"WALKING_DOWNSTAIRS","tGravityAcc-mean()-Y",-0.169791073816327
1,"WALKING_DOWNSTAIRS","tGravityAcc-mean()-Z",0.0203173501959184
1,"WALKING_DOWNSTAIRS","tGravityAcc-std()-X",-0.866863149183673
1,"WALKING_DOWNSTAIRS","tGravityAcc-std()-Y",-0.885839795387755
1,"WALKING_DOWNSTAIRS","tGravityAcc-std()-Z",-0.827158396734694
1,"WALKING_DOWNSTAIRS","tBodyAccJerk-mean()-X",0.078285373755102
1,"WALKING_DOWNSTAIRS","tBodyAccJerk-mean()-Y",0.0420604942612245
1,"WALKING_DOWNSTAIRS","tBodyAccJerk-mean()-Z",-0.0533645691632653
1,"WALKING_DOWNSTAIRS","tBodyAccJerk-std()-X",-0.260967449593878
1,"WALKING_DOWNSTAIRS","tBodyAccJerk-std()-Y",-0.255182125146939
1,"WALKING_DOWNSTAIRS","tBodyAccJerk-std()-Z",-0.548855524408163
1,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-X",0.00391681663265306
1,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Y",-0.132378785897959
1,"WALKING_DOWNSTAIRS","tBodyGyro-mean()-Z",0.132898271782653
1,"WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.450891630020408
1,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.337848250897959
1,"WALKING_DOWNSTAIRS","tBodyGyro-std()-Z",-0.299523068220408
1,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-X",-0.115387133381633
1,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.119355152981633
1,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.118194364306122
1,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.491053023877551
1,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Y",-0.56472461022449
1,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Z",-0.46342003344898
1,"WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.037026212355102
1,"WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.117902744918367
1,"WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.037026212355102
1,"WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.117902744918367
1,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean()",-0.313093601328571
1,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.251601860836735
1,"WALKING_DOWNSTAIRS","tBodyGyroMag-mean()",-0.154381187067347
1,"WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.295432281293878
1,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-mean()",-0.525012068510204
1,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-std()",-0.562858300938776
1,"WALKING_DOWNSTAIRS","fBodyAcc-mean()-X",-0.150718672402041
1,"WALKING_DOWNSTAIRS","fBodyAcc-mean()-Y",-0.0963064049612245
1,"WALKING_DOWNSTAIRS","fBodyAcc-mean()-Z",-0.325865612089796
1,"WALKING_DOWNSTAIRS","fBodyAcc-std()-X",-0.120643415612245
1,"WALKING_DOWNSTAIRS","fBodyAcc-std()-Y",-0.0767587024489796
1,"WALKING_DOWNSTAIRS","fBodyAcc-std()-Z",-0.240257431536735
1,"WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-X",-0.373862279002857
1,"WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Y",-0.0615977371632653
1,"WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Z",-0.079498967955102
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-X",-0.279419131355102
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Y",-0.285502992461225
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Z",-0.500606262326531
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-X",-0.31038455282449
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Y",-0.274815857142857
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-std()-Z",-0.59721995422449
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-X",-0.250568801346939
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.394591903755102
1,"WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Z",-0.294674738863265
1,"WALKING_DOWNSTAIRS","fBodyGyro-mean()-X",-0.356264552530612
1,"WALKING_DOWNSTAIRS","fBodyGyro-mean()-Y",-0.380087714895918
1,"WALKING_DOWNSTAIRS","fBodyGyro-mean()-Z",-0.262455233836735
1,"WALKING_DOWNSTAIRS","fBodyGyro-std()-X",-0.484482166244898
1,"WALKING_DOWNSTAIRS","fBodyGyro-std()-Y",-0.326090616081633
